Date of Breach,Organization,Country,Industry,Type of Breach,Data Compromised,People Affected,Cause,Measures Taken,Attack Vector,Duration of Breach (Days),Detection Method,Time to Contain (Days),Financial Impact (Million $),Legal Actions Taken,Regulatory Fines (Million $),Compensation to Users,Public Trust Impact,Employee Involvement,Encryption Status,Third-party Involvement,CISO Resignation,Stock Price Impact (%),Lawsuits Filed,Recovery Cost (Million $),Breach Announced,User Notification
2019-10-16,LinkedIn,France,Hospitality,Phishing,"Phone Numbers, Passwords",6194279,Phishing,Security Patch,Web Exploit,3600,Security Tool,90,28.98,Yes,41.06,No,Medium,Malicious,Unencrypted,Yes,Yes,6.52,55,50.4,Never Disclosed,Email
2005-10-21,Equifax,China,Retail,Phishing,"Emails, Credit Cards",5984125,Phishing,Security Patch,Social Engineering,3405,Law Enforcement,21,268.2,No,39.97,No,Low,Malicious,Unencrypted,No,Yes,-23.18,11,289.23,Immediately,Email
2019-11-02,Target,Canada,Healthcare,Unpatched Software,"SSNs, Medical Records, Usernames",6820466,Unpatched Software,Fined,Social Engineering,284,Security Tool,82,213.77,Yes,11.27,Yes,High,None,Encrypted,No,No,-44.01,28,268.64,Delayed,Email
2001-06-14,Uber,USA,Government,Data Leak,"SSNs, Passwords, Credit Cards",920308,Data Leak,Security Patch,Cloud Misconfig,920,Security Tool,68,202.7,No,41.49,No,High,Malicious,Partially Encrypted,No,No,-40.46,76,229.7,Immediately,Email
2024-11-19,Uber,Russia,Education,Insider Threat,Emails,9991764,Insider Threat,Increased Monitoring,Email,402,External Report,1,301.1,No,33.54,No,High,Accidental,Partially Encrypted,Yes,No,-33.88,3,200.9,Never Disclosed,Press Release
2015-11-17,LinkedIn,USA,Telecom,Phishing,"Phone Numbers, Medical Records",395354,Phishing,Fined,Cloud Misconfig,2871,Internal Audit,43,3.37,Yes,7.34,Yes,Low,Malicious,Encrypted,Yes,Yes,9.3,52,113.49,Delayed,Press Release
2003-01-30,Yahoo,USA,Education,Malware,Usernames,3838817,Malware,Security Patch,Cloud Misconfig,2714,Law Enforcement,98,215.3,No,3.07,No,Medium,Malicious,Encrypted,No,No,-40.51,45,250.06,Never Disclosed,Not Notified
2004-07-15,LinkedIn,India,Technology,Data Leak,Phone Numbers,7927901,Data Leak,Customer Compensation,Cloud Misconfig,1781,Law Enforcement,38,380.54,No,9.59,Yes,High,None,Partially Encrypted,No,No,-8.52,53,287.91,Immediately,Press Release
2009-09-05,Google,France,Hospitality,Ransomware,"Emails, Medical Records",6733128,Ransomware,Public Disclosure,Email,2909,External Report,10,91.54,Yes,10.16,No,High,None,Encrypted,No,No,-30.8,62,90.65,Immediately,Email
2015-08-08,Uber,India,Retail,Ransomware,Emails,7061637,Ransomware,Customer Compensation,USB Drive,2543,Law Enforcement,66,137.24,No,31.78,No,Medium,Malicious,Partially Encrypted,No,Yes,4.18,43,267.3,Never Disclosed,SMS
2011-05-27,Yahoo,Russia,Retail,Malware,Phone Numbers,5030194,Malware,Public Disclosure,API Vulnerability,1560,Security Tool,90,172.82,Yes,41.11,No,Medium,Malicious,Encrypted,Yes,Yes,-15.06,37,33.05,Immediately,Email
2016-03-25,Equifax,Brazil,Government,Malware,"Medical Records, Usernames, Passwords",3460325,Malware,Security Patch,Email,681,External Report,15,483.18,Yes,20.54,No,Medium,Accidental,Partially Encrypted,Yes,No,-17.52,59,253.86,Delayed,SMS
2024-09-24,Yahoo,Russia,Retail,Malware,"SSNs, Passwords",1500794,Malware,Increased Monitoring,Social Engineering,1744,Security Tool,14,217.67,No,43.46,Yes,Medium,Accidental,Unencrypted,Yes,No,-17.45,95,135.86,Delayed,Press Release
2003-11-10,Marriott,France,Healthcare,Data Leak,Usernames,8032417,Data Leak,Public Disclosure,USB Drive,1214,Law Enforcement,87,200.8,Yes,37.32,Yes,Low,Accidental,Partially Encrypted,No,No,-30.82,45,139.62,Never Disclosed,Press Release
2008-04-24,Facebook,Russia,Telecom,Ransomware,"SSNs, Credit Cards",5996291,Ransomware,Increased Monitoring,Cloud Misconfig,1074,Law Enforcement,64,295.45,Yes,44.89,No,Low,Malicious,Encrypted,No,Yes,-43.8,68,280.29,Never Disclosed,Press Release
2018-10-25,Target,India,Education,Unpatched Software,Usernames,9912717,Unpatched Software,Fined,Social Engineering,916,External Report,6,436.63,No,47.68,No,Low,Accidental,Partially Encrypted,Yes,Yes,6.78,84,6.01,Immediately,SMS
2002-01-23,Equifax,USA,Telecom,Malware,"Credit Cards, Passwords, Phone Numbers",32847,Malware,Customer Compensation,Cloud Misconfig,1728,Security Tool,21,358.74,No,2.64,Yes,Medium,Malicious,Encrypted,No,Yes,-42.99,47,72.05,Never Disclosed,Email
2021-06-05,Yahoo,India,Healthcare,Data Leak,Passwords,6929845,Data Leak,Security Patch,Web Exploit,1080,Internal Audit,53,349.24,Yes,23.36,Yes,Low,None,Partially Encrypted,Yes,No,-5.93,16,137.2,Delayed,SMS
2018-05-22,Uber,USA,Hospitality,Weak Passwords,"Usernames, Phone Numbers",4272723,Weak Passwords,Increased Monitoring,USB Drive,2577,External Report,69,401.81,Yes,26.17,Yes,Low,None,Partially Encrypted,No,Yes,-25.34,71,208.93,Never Disclosed,Email
2018-03-01,Target,China,Government,Data Leak,Emails,6308784,Data Leak,Legal Action,Cloud Misconfig,2424,Law Enforcement,19,255.58,Yes,38.58,Yes,Medium,Malicious,Encrypted,No,No,4.51,26,3.07,Immediately,Not Notified
2003-11-14,Uber,India,Government,Insider Threat,"Passwords, Phone Numbers",6781903,Insider Threat,Increased Monitoring,Web Exploit,2574,Law Enforcement,75,484.14,Yes,36.29,Yes,Medium,None,Unencrypted,No,No,-2.94,62,104.8,Never Disclosed,Email
2005-03-24,LinkedIn,USA,Education,Weak Passwords,"SSNs, Passwords, Medical Records",4954221,Weak Passwords,Security Patch,Social Engineering,699,External Report,74,227.56,Yes,49.27,No,High,Accidental,Unencrypted,Yes,Yes,-48.69,70,113.17,Delayed,Press Release
2023-01-29,Adobe,USA,Finance,Ransomware,"Credit Cards, Emails",6920375,Ransomware,Security Patch,Web Exploit,743,User Report,46,59.65,Yes,4.5,No,High,Accidental,Unencrypted,No,No,-1.48,62,97.36,Delayed,Press Release
2017-12-14,Yahoo,China,Healthcare,Insider Threat,"Medical Records, Phone Numbers",7826180,Insider Threat,Security Patch,USB Drive,435,Security Tool,37,130.47,No,45.47,Yes,Medium,Accidental,Encrypted,Yes,No,-0.65,16,135.86,Immediately,SMS
2017-05-27,Facebook,Brazil,Technology,Phishing,"Passwords, Phone Numbers, Usernames",6607474,Phishing,Increased Monitoring,USB Drive,2939,Law Enforcement,53,170.66,Yes,47.42,Yes,Low,Accidental,Encrypted,No,No,6.78,34,272.87,Immediately,Email
2009-05-16,Facebook,Brazil,Finance,Ransomware,"Usernames, Phone Numbers, Credit Cards",9979172,Ransomware,Legal Action,Email,1993,Internal Audit,55,448.88,No,26.28,No,Low,None,Unencrypted,Yes,No,-28.43,49,37.53,Delayed,Press Release
2013-10-02,Yahoo,Russia,Retail,Phishing,"Medical Records, Credit Cards",7061829,Phishing,Public Disclosure,USB Drive,1605,User Report,57,195.88,No,7.99,Yes,High,None,Partially Encrypted,No,No,-6.22,41,42.42,Immediately,Not Notified
2009-05-22,Equifax,USA,Retail,Data Leak,Usernames,6856580,Data Leak,Customer Compensation,Cloud Misconfig,2095,External Report,37,350.56,No,15.5,Yes,Medium,Malicious,Encrypted,No,Yes,-45.65,34,107.12,Never Disclosed,Press Release
2017-12-31,Target,India,Education,Ransomware,Emails,4744754,Ransomware,Fined,Email,784,External Report,61,344.88,No,18.68,No,High,Accidental,Encrypted,No,No,5.03,31,97.11,Never Disclosed,SMS
2003-08-20,Target,Russia,Technology,Ransomware,"Emails, Medical Records",3916015,Ransomware,Fined,USB Drive,1508,External Report,4,487.75,No,17.43,No,Low,Accidental,Encrypted,Yes,No,-40.06,63,143.8,Never Disclosed,Press Release
2013-12-30,Facebook,France,Government,Data Leak,"Credit Cards, Emails, Medical Records",5853070,Data Leak,Security Patch,Social Engineering,1919,External Report,24,321.66,No,5.41,Yes,Medium,Malicious,Unencrypted,No,No,9.5,81,298.51,Delayed,SMS
2012-08-24,Uber,Russia,Government,Insider Threat,Medical Records,6871527,Insider Threat,Security Patch,Cloud Misconfig,2381,External Report,49,191.95,Yes,4.31,No,Medium,None,Unencrypted,Yes,Yes,-27.41,92,97.55,Immediately,Email
2015-08-16,Marriott,USA,Hospitality,Insider Threat,SSNs,3937600,Insider Threat,Legal Action,Email,2654,External Report,59,58.98,Yes,0.24,No,High,Accidental,Unencrypted,Yes,No,-23.09,86,208.56,Delayed,Not Notified
2014-04-25,LinkedIn,USA,Government,Malware,"Medical Records, Passwords",5202105,Malware,Legal Action,API Vulnerability,1200,Law Enforcement,71,320.45,Yes,27.39,No,Medium,None,Partially Encrypted,Yes,No,-32.84,3,38.81,Never Disclosed,Email
2013-12-26,Google,Brazil,Retail,Ransomware,Usernames,2469703,Ransomware,Fined,API Vulnerability,2950,External Report,86,195.03,No,48.19,No,High,None,Unencrypted,No,No,-24.73,83,33.41,Immediately,Not Notified
2017-02-17,Uber,France,Government,Data Leak,"Passwords, Usernames",4841252,Data Leak,Increased Monitoring,Email,200,Security Tool,43,106.76,No,1.29,No,High,Malicious,Partially Encrypted,No,No,-37.29,6,268.26,Never Disclosed,Press Release
2014-03-25,Facebook,China,Finance,Data Leak,"Phone Numbers, SSNs, Medical Records",7695650,Data Leak,Security Patch,USB Drive,2605,User Report,18,413.18,No,6.4,Yes,Low,Malicious,Partially Encrypted,Yes,No,-20.21,77,180.4,Immediately,SMS
2010-07-21,Yahoo,France,Education,Data Leak,"Emails, SSNs, Phone Numbers",2751306,Data Leak,Increased Monitoring,Cloud Misconfig,3283,Security Tool,72,255.58,Yes,16.97,No,High,None,Partially Encrypted,No,No,-13.57,20,113.17,Never Disclosed,Press Release
2001-05-02,Equifax,UK,Retail,Unpatched Software,"Usernames, Emails",4764979,Unpatched Software,Security Patch,Email,2950,Law Enforcement,54,375.2,No,44.29,No,High,Accidental,Partially Encrypted,Yes,No,-0.17,2,51.22,Immediately,SMS
2014-07-04,Facebook,Australia,Technology,Insider Threat,Medical Records,9957333,Insider Threat,Customer Compensation,Web Exploit,1029,Law Enforcement,71,380.54,Yes,29.28,Yes,Medium,None,Unencrypted,No,No,-0.82,100,175.77,Delayed,Press Release
2023-12-29,Target,France,Hospitality,Phishing,"Passwords, Emails, SSNs",8617739,Phishing,Public Disclosure,API Vulnerability,1634,User Report,57,293.34,Yes,42.85,Yes,High,Malicious,Unencrypted,No,Yes,-4.27,76,160.17,Never Disclosed,Not Notified
2006-05-29,Marriott,Australia,Telecom,Weak Passwords,"SSNs, Usernames",6095758,Weak Passwords,Fined,USB Drive,1247,Internal Audit,95,153.18,No,21.94,No,High,Malicious,Partially Encrypted,No,No,-36.37,10,112.67,Delayed,Email
2011-03-28,Adobe,France,Hospitality,Insider Threat,"Medical Records, Credit Cards, Phone Numbers",6952817,Insider Threat,Increased Monitoring,Web Exploit,10,User Report,47,440.5,Yes,41.06,No,Low,None,Partially Encrypted,No,Yes,-40.06,61,271.73,Delayed,SMS
2014-07-16,Uber,Russia,Technology,Weak Passwords,"SSNs, Medical Records",1362801,Weak Passwords,Public Disclosure,Cloud Misconfig,2147,User Report,58,60.57,No,1.25,No,High,None,Unencrypted,No,No,-34.08,17,172.06,Immediately,Not Notified
2002-07-03,Yahoo,Germany,Technology,Unpatched Software,SSNs,8958602,Unpatched Software,Legal Action,Cloud Misconfig,2582,User Report,22,463.13,Yes,31.11,Yes,Low,Malicious,Encrypted,No,No,-42.92,55,39.33,Never Disclosed,Email
2005-06-03,Facebook,Australia,Education,Unpatched Software,"Medical Records, Usernames",2300503,Unpatched Software,Customer Compensation,API Vulnerability,992,User Report,79,232.83,No,13.97,Yes,Low,Accidental,Partially Encrypted,Yes,No,-12.5,17,80.84,Delayed,SMS
2021-07-01,Google,Australia,Healthcare,Ransomware,"Medical Records, Usernames, Passwords",3156726,Ransomware,Fined,USB Drive,1313,External Report,67,307.03,No,43.87,No,Medium,None,Partially Encrypted,Yes,No,-40.85,17,208.56,Immediately,Email
2016-03-30,Twitter,India,Government,Unpatched Software,"Credit Cards, Usernames, Passwords",6752373,Unpatched Software,Security Patch,Email,3109,Security Tool,80,374.1,No,11.81,Yes,High,Malicious,Encrypted,Yes,Yes,-18.06,61,255.83,Immediately,SMS
2017-03-25,Google,Russia,Hospitality,Data Leak,"Medical Records, Passwords, SSNs",1850272,Data Leak,Customer Compensation,Social Engineering,3275,Law Enforcement,86,281.91,Yes,0.5,Yes,Medium,None,Partially Encrypted,No,Yes,-33.84,53,11.44,Immediately,Press Release
2016-06-09,Google,Australia,Retail,Insider Threat,"Usernames, Emails",467182,Insider Threat,Fined,Social Engineering,1739,Security Tool,44,451.82,No,43.12,Yes,High,Malicious,Encrypted,Yes,Yes,-16.34,98,74.67,Never Disclosed,Email
2003-09-09,Twitter,Australia,Education,Unpatched Software,"Emails, Credit Cards",3598992,Unpatched Software,Increased Monitoring,Email,269,Internal Audit,19,235.06,No,24.79,No,High,None,Encrypted,Yes,Yes,-18.45,18,135.88,Never Disclosed,Press Release
2015-08-23,Uber,USA,Government,Insider Threat,Passwords,8405942,Insider Threat,Public Disclosure,API Vulnerability,748,External Report,62,348.94,Yes,24.36,Yes,Low,Malicious,Encrypted,Yes,No,-18.13,63,139.95,Immediately,Email
2012-06-17,Yahoo,Canada,Technology,Data Leak,"Passwords, Medical Records, Credit Cards",8313288,Data Leak,Security Patch,Social Engineering,2412,Internal Audit,39,36.21,Yes,29.29,No,Low,Malicious,Encrypted,Yes,Yes,-4.81,69,139.36,Never Disclosed,SMS
2019-05-11,Google,USA,Retail,Malware,"Emails, Phone Numbers",6443545,Malware,Increased Monitoring,Email,3350,Internal Audit,2,290.88,Yes,17.83,No,High,Malicious,Encrypted,Yes,Yes,-36.78,27,298.56,Immediately,Press Release
2004-03-23,LinkedIn,Canada,Education,Weak Passwords,"Usernames, Phone Numbers",5929390,Weak Passwords,Customer Compensation,Social Engineering,1212,External Report,58,232.81,No,33.83,Yes,High,Accidental,Partially Encrypted,Yes,Yes,-5.66,12,120.51,Delayed,Email
2012-12-14,Target,China,Technology,Data Leak,"Medical Records, Phone Numbers",4059789,Data Leak,Security Patch,Web Exploit,721,User Report,12,254.33,Yes,20.96,No,Low,Accidental,Unencrypted,No,No,0.25,97,74.21,Never Disclosed,Press Release
2019-08-23,Yahoo,Germany,Finance,Weak Passwords,"Emails, Passwords",5095703,Weak Passwords,Fined,Email,2050,Internal Audit,80,250.96,Yes,43.37,No,Low,None,Encrypted,Yes,Yes,-27.48,58,188.95,Delayed,Press Release
2019-01-21,Google,Australia,Government,Data Leak,Medical Records,4215263,Data Leak,Legal Action,USB Drive,2182,External Report,40,435.11,Yes,19.31,No,Medium,Accidental,Partially Encrypted,No,Yes,1.18,8,199.87,Immediately,Not Notified
2014-01-24,Twitter,France,Retail,Weak Passwords,"Medical Records, SSNs",7131438,Weak Passwords,Security Patch,API Vulnerability,3506,Law Enforcement,23,95.75,Yes,1.06,Yes,High,Accidental,Encrypted,Yes,Yes,-27.71,30,9.2,Delayed,Press Release
2020-01-16,LinkedIn,UK,Education,Phishing,"Credit Cards, Usernames",5270294,Phishing,Legal Action,Email,634,Security Tool,56,128.8,Yes,19.43,Yes,High,Accidental,Unencrypted,Yes,No,-8.51,75,112.48,Immediately,SMS
2013-06-04,Google,Russia,Technology,Malware,"Credit Cards, Phone Numbers",3060798,Malware,Legal Action,API Vulnerability,1959,User Report,53,139.11,Yes,27.39,No,Low,Malicious,Unencrypted,Yes,Yes,-27.1,100,195.56,Delayed,Email
2013-06-24,Equifax,India,Telecom,Weak Passwords,Phone Numbers,4524873,Weak Passwords,Public Disclosure,API Vulnerability,108,User Report,7,130.43,Yes,11.87,No,Medium,Accidental,Encrypted,No,No,-0.93,72,139.19,Delayed,SMS
2017-04-25,Yahoo,UK,Government,Weak Passwords,Medical Records,8464851,Weak Passwords,Customer Compensation,Web Exploit,2486,Internal Audit,28,481.3,No,49.12,No,Medium,Malicious,Unencrypted,Yes,Yes,-1.57,40,144.66,Immediately,Not Notified
2022-10-22,Equifax,Germany,Hospitality,Ransomware,"Phone Numbers, Credit Cards",2600491,Ransomware,Legal Action,Cloud Misconfig,2413,User Report,71,88.81,Yes,10.92,No,Low,None,Encrypted,No,Yes,-0.31,40,235.95,Delayed,SMS
2004-03-13,LinkedIn,Canada,Retail,Ransomware,"Usernames, Phone Numbers, Passwords",9449754,Ransomware,Fined,Cloud Misconfig,102,External Report,2,408.72,No,28.8,No,High,Accidental,Unencrypted,Yes,Yes,-26.7,80,207.37,Immediately,Not Notified
2011-05-24,Uber,Russia,Education,Insider Threat,SSNs,9073929,Insider Threat,Fined,USB Drive,2297,User Report,31,464.16,Yes,36.52,No,High,None,Partially Encrypted,No,No,-11.37,8,173.16,Immediately,Email
2002-02-05,LinkedIn,Canada,Retail,Unpatched Software,"Medical Records, Emails",5233863,Unpatched Software,Legal Action,Social Engineering,1255,External Report,30,203.82,Yes,15.29,No,Medium,Accidental,Partially Encrypted,Yes,No,5.54,94,202.3,Delayed,Press Release
2002-02-04,Yahoo,France,Technology,Data Leak,"Usernames, Credit Cards, Phone Numbers",6707489,Data Leak,Increased Monitoring,Email,1919,Law Enforcement,62,38.19,Yes,15.5,No,High,Accidental,Encrypted,Yes,Yes,-14.72,81,253.61,Delayed,Not Notified
2008-06-10,Adobe,Canada,Finance,Unpatched Software,Emails,9299445,Unpatched Software,Security Patch,USB Drive,2529,External Report,17,316.67,No,36.5,Yes,Low,None,Unencrypted,Yes,No,-38.75,86,105.31,Immediately,SMS
2011-02-16,Marriott,Russia,Technology,Malware,"Phone Numbers, Emails, Passwords",6223269,Malware,Legal Action,Email,3611,Law Enforcement,77,330.63,No,12.27,No,High,Malicious,Encrypted,No,No,-38.74,95,6.5,Delayed,Not Notified
2010-05-24,Google,Brazil,Healthcare,Data Leak,Emails,6457525,Data Leak,Legal Action,Social Engineering,1337,External Report,78,45.18,Yes,2.8,No,Low,None,Unencrypted,Yes,No,-17.72,60,151.06,Never Disclosed,Not Notified
2024-04-15,Adobe,India,Retail,Ransomware,Passwords,5732244,Ransomware,Legal Action,Social Engineering,1999,Internal Audit,38,301.62,Yes,12.68,Yes,High,Accidental,Partially Encrypted,Yes,Yes,-17.62,60,93.88,Immediately,Not Notified
2014-10-13,Equifax,Canada,Education,Weak Passwords,Credit Cards,8469014,Weak Passwords,Public Disclosure,Social Engineering,2668,User Report,66,103.68,No,22.83,No,Low,Accidental,Encrypted,Yes,No,6.69,92,245.12,Delayed,Press Release
2017-12-01,LinkedIn,Australia,Retail,Insider Threat,Credit Cards,2496388,Insider Threat,Increased Monitoring,USB Drive,213,Security Tool,88,212.05,Yes,3.13,Yes,Low,Malicious,Unencrypted,No,Yes,-17.72,14,148.89,Immediately,Press Release
2017-03-25,LinkedIn,Australia,Healthcare,Unpatched Software,"Emails, Medical Records",597320,Unpatched Software,Customer Compensation,Cloud Misconfig,2492,Law Enforcement,90,43.95,No,28.53,No,Medium,Accidental,Unencrypted,Yes,Yes,6.99,7,117.59,Immediately,Email
2000-03-08,Twitter,Canada,Healthcare,Weak Passwords,"Medical Records, Emails, Usernames",2969157,Weak Passwords,Security Patch,Email,2175,External Report,62,174.25,No,18.68,Yes,Low,Malicious,Unencrypted,Yes,No,4.19,48,238.54,Never Disclosed,SMS
2009-12-24,Facebook,Brazil,Government,Insider Threat,"Phone Numbers, Emails",3467890,Insider Threat,Increased Monitoring,Social Engineering,425,Internal Audit,19,171.76,Yes,18.83,No,Low,None,Encrypted,Yes,Yes,-0.82,27,193.2,Immediately,Not Notified
2014-01-31,Target,Brazil,Technology,Ransomware,"Medical Records, SSNs, Emails",6180470,Ransomware,Public Disclosure,USB Drive,2634,Law Enforcement,71,131.01,Yes,5.81,Yes,Medium,Accidental,Encrypted,No,No,-26.11,95,113.04,Never Disclosed,SMS
2020-08-26,Target,USA,Healthcare,Insider Threat,"Usernames, SSNs, Passwords",6930272,Insider Threat,Fined,USB Drive,2696,External Report,91,60.96,Yes,30.74,Yes,Low,Accidental,Encrypted,Yes,No,-23.46,16,120.62,Never Disclosed,SMS
2009-06-27,Yahoo,Brazil,Government,Phishing,"Passwords, Usernames, Medical Records",3658303,Phishing,Legal Action,API Vulnerability,683,Law Enforcement,6,124.3,No,15.29,Yes,High,Accidental,Unencrypted,Yes,No,-48.33,11,208.72,Immediately,SMS
2004-10-20,LinkedIn,Brazil,Healthcare,Insider Threat,Credit Cards,8228901,Insider Threat,Customer Compensation,API Vulnerability,1858,Internal Audit,96,176.32,Yes,42.79,Yes,Medium,Accidental,Unencrypted,Yes,No,-5.9,88,129.72,Immediately,Not Notified
2004-10-06,Facebook,India,Healthcare,Malware,"Phone Numbers, Passwords",571643,Malware,Public Disclosure,Social Engineering,1867,Internal Audit,91,347.33,Yes,49.78,No,High,None,Unencrypted,Yes,Yes,-45.55,33,284.66,Delayed,Press Release
2004-12-27,Marriott,India,Finance,Insider Threat,"SSNs, Usernames, Passwords",1771303,Insider Threat,Fined,Social Engineering,2184,Security Tool,19,105.03,Yes,45.47,No,High,Accidental,Partially Encrypted,No,Yes,-10.51,64,203.01,Never Disclosed,Press Release
2020-12-05,Adobe,UK,Retail,Malware,"Credit Cards, Usernames",6640425,Malware,Public Disclosure,Cloud Misconfig,663,Security Tool,58,93.48,No,30.74,Yes,High,None,Encrypted,Yes,No,-48.52,28,123.28,Immediately,SMS
2003-05-05,Target,Canada,Technology,Weak Passwords,"SSNs, Emails",6306486,Weak Passwords,Public Disclosure,Web Exploit,905,Security Tool,2,152.18,Yes,47.52,Yes,Medium,Malicious,Partially Encrypted,Yes,No,-33.08,28,133.34,Immediately,SMS
